"Participant","Experimenter","Experiment_Duration","Date","Mobile","Gender","Age","Education","Ethnicity","PID5_Duration","PID5_Order","PID5_NegativeAffect_10","PID5_Antagonism_25","PID5_Psychoticism_24","PID5_NegativeAffect_8","PID5_Detachment_14","PID5_Antagonism_22","PID5_NegativeAffect_9","PID5_Psychoticism_12","PID5_Antagonism_19","PID5_Antagonism_20","PID5_NegativeAffect_11","PID5_Disinhibition_1","PID5_Detachment_13","PID5_Psychoticism_7","PID5_Psychoticism_21","PID5_Disinhibition_6","PID5_Psychoticism_23","PID5_Detachment_18","PID5_Disinhibition_3","PID5_Antagonism_17","PID5_Detachment_4","PID5_Detachment_16","PID5_Disinhibition_5","PID5_Disinhibition_2","PID5_NegativeAffect_15","IPIP6_Duration","IPIP6_Order","IPIP6_Extraversion_1","IPIP6_Agreeableness_2","IPIP6_Conscientiousness_3","IPIP6_Neuroticism_4","IPIP6_Openness_5","IPIP6_HonestyHumility_6_R","IPIP6_Extraversion_7_R","IPIP6_Agreeableness_8_R","IPIP6_Openness_9_R","IPIP6_Conscientiousness_10","IPIP6_Conscientiousness_11_R","IPIP6_HonestyHumility_12_R","IPIP6_Openness_13_R","IPIP6_Agreeableness_14","IPIP6_Neuroticism_15_R","IPIP6_Neuroticism_16","IPIP6_Neuroticism_17_R","IPIP6_HonestyHumility_18_R","IPIP6_Extraversion_19_R","IPIP6_Agreeableness_20_R","IPIP6_Openness_21_R","IPIP6_Conscientiousness_22_R","IPIP6_Extraversion_23","IPIP6_HonestyHumility_24_R","SSS_Duration","SSS_Order","SSS_19","SSS_10","SSS_20","SSS_14","SSS_7","SSS_11","SSS_9","SSS_2","SSS_16","SSS_5","SSS_18","SSS_1","SSS_8","SSS_17","SSS_3","SSS_21","SSS_4","SSS_12","SSS_13","SSS_6","SSS_15","MIST_Duration","MIST_Order","MIST_Real_A_3","MIST_Real_B_6","MIST_Fake_C_13","MIST_Real_B_7","MIST_Fake_D_16","MIST_Fake_C_10","MIST_Fake_D_15","MIST_Fake_C_9","MIST_Real_A_2","MIST_Real_A_1","MIST_Real_B_8","MIST_Real_A_5","MIST_Fake_D_14","MIST_Fake_C_11","MIST_Fake_C_12","MIST_Real_A_4","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","IPIP6_SD","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism","PID5_SD","SSS_General","SSS_SD","MIST_RealDetection","MIST_FakeDetection","MIST_Discernment","MIST_Distrust","MIST_Naivete"
"S600","SONA",23.74165,"06/11/2024","False","Female",18,"High School","White",5.60628333333333,4,2,1,2,2,0,0,2,0,2,0,1,1,1,2,2,1,2,1,1,0,1,1,1,1,0,1.3342099999994,1,0.42,0.92,0.61,0.75,0.71,0.38,0.53,0.04,0.44,0.58,0.32,0.55,0.16,0.96,0.3,0.8,0.25,0.33,0.57,0.06,0.32,0.39,0.59,0.33,0.988433333333333,3,3,3,2,3,1,3,0,1,3,1,2,3,2,1,2,3,2,3,3,2,1,0.728516666666667,2,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.4775,0.62,0.75,0.6975,0.6025,0.945,0.066635342654808,1,0.8,1.4,0.6,1.6,0.626099033699941,0.523809523809524,0.943650459903555,0,0,0,0,0
"S601","SONA",22.00075,"06/11/2024","False","Female",19,"High School","White",1.94941666666667,2,1,2,3,2,1,0,2,2,2,1,2,0,3,3,3,0,2,2,2,0,2,2,0,1,2,1.50427166666587,1,0.37,0.81,0.63,0.66,0.23,0.5,0.33,0.12,0.17,0.87,0.25,0.54,0.81,0.76,0.24,0.38,0.56,0.15,0.35,0.15,0.21,0.12,0.62,0.21,1.18573333333333,4,2,2,3,0,2,2,0,1,1,1,1,1,2,1,0,2,2,2,2,0,0,1.33291666666667,3,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0.5775,0.7825,0.56,0.51,0.65,0.825,0.172449180724461,0.6,2,1.8,1,2.6,0.719294025038318,0.321428571428571,0.902377811277357,1,3,4,2,-2
"S602","SONA",18.8114666666667,"07/11/2024","False","Male",18,"High School","Mixed",1.34541666666667,3,1,1,1,3,1,1,1,2,1,1,2,1,2,3,2,0,2,1,1,1,2,1,2,2,1,0.865056666664282,2,0.65,0.64,0.37,0.23,0.82,0.29,0.39,0.56,0.29,0.95,0.36,0.26,0.11,0.65,0.79,0.24,0.23,0.23,0.67,0.32,0.14,0.14,0.37,0.26,0.8439,1,3,3,1,3,3,1,2,3,4,3,1,3,1,3,2,3,2,3,2,3,1,1.0031,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.49,0.705,0.3625,0.82,0.74,0.6025,0.151111184129783,1.2,1.4,1.6,1,2,0.597183311245141,0.595238095238095,0.920662287496912,6,8,14,2,-2
"S603","SONA",16.8286166666667,"07/11/2024","False","Female",20,"High School","White",1.0731,3,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1.177025,2,0.54,0.99,0.78,0.94,0.61,0.61,0.39,0.11,0.3,0.81,0.41,0.36,0.34,0.87,0.16,0.89,0.58,0.39,0.63,0.64,0.69,0.38,0.5,0.52,0.73245,4,3,3,2,2,3,2,2,2,1,2,1,3,2,1,2,2,1,3,3,2,1,0.660666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.505,0.7,0.7725,0.57,0.53,0.7775,0.171196443340028,1.6,1.8,1.8,2,1.6,0.467315387901,0.511904761904762,0.740012869900955,8,0,8,-8,8
"S604","SONA",51.5604666666667,"07/11/2024","False","Female",19,"Other","White",9.16583333333333,4,2,1,2,2,1,2,1,0,3,0,2,1,2,3,3,1,2,2,1,1,3,1,2,1,2,1.62271666666667,1,0.36,0.44,0.2,0.68,0.67,0.57,0.14,0.86,0.57,0.78,0.69,0.56,0.3,0.33,0.5,0.29,0.37,0.65,0.54,0.7,0.57,0.43,0.16,0.52,2.95195,3,4,2,1,3,2,4,2,0,2,3,1,4,3,3,3,2,2,1,3,0,0,2.18286666666667,2,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0.46,0.465,0.525,0.5575,0.425,0.3025,0.17594619592779,1.2,1.8,1.8,1.4,2,0.819201502804944,0.535714285714286,1.27615493909299,3,1,4,-2,2
"S605","SONA",44.4403333333333,"07/11/2024","False","Female",19,"Bachelor","Middle Eastern",8.18905,4,0,1,2,3,2,0,2,1,0,1,2,1,2,2,1,1,3,2,2,1,2,3,0,2,3,3.52733333333333,2,0.36,0.7,0.42,0.77,0.66,0.45,0.31,0.23,0.56,1,0.35,0.76,0.62,0.7,0.33,0.62,0.5,0.04,0.36,0.69,0.63,0.5,0.76,0.06,6.38488333333333,3,2,2,2,1,1,2,0,2,0,1,1,1,3,1,1,0,2,2,2,0,3,4.16766666666667,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0.6125,0.6425,0.64,0.4625,0.6725,0.62,0.205578079196128,1.2,2.2,2,0.6,1.8,0.778600215492973,0.345238095238095,0.920662287496912,1,0,1,-1,1
"S606","SONA",26.45055,"07/11/2024","False","Female",19,"High School","White",2.24156666666667,4,1,0,0,2,0,0,2,0,1,0,1,0,2,1,1,2,2,0,0,0,1,0,0,0,1,1.59443833333254,1,0.63,0.93,0.5,0.24,0.5,0.24,0.22,0,0.65,0.98,0.26,0.47,0.48,0.99,0.7,0.91,0.33,0,0.59,0.02,0.6,0.49,0.36,0.07,3.34665,3,2,1,0,0,1,2,0,0,0,0,3,1,0,2,0,2,1,2,2,0,0,1.52365,2,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.545,0.6825,0.53,0.4425,0.805,0.975,0.176824871967025,0.4,0.6,1.4,0.2,0.8,0.724090112307806,0.226190476190476,0.995226703056239,4,2,6,-2,2
"S607","SONA",24.5879,"07/11/2024","False","Female",20,"High School","Asian",1.71288333333333,4,1,1,1,3,1,1,2,2,2,0,0,0,0,2,2,0,0,1,0,0,2,1,0,0,1,2.24700166666508,1,0.32,0.86,0.67,0.37,0.57,0.26,0.28,0.27,0.5,0.81,0.57,0.68,0.59,0.93,0.37,0.69,0.34,0,0.38,0.23,0.36,0.4,0.42,0.17,1.53983333333333,3,4,2,1,1,1,2,0,1,3,2,4,0,2,0,0,2,3,4,2,2,0,1.7072,2,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0.52,0.6275,0.5875,0.53,0.7225,0.8225,0.160843906443318,0,1,1.4,0.8,1.4,0.715673884763935,0.428571428571429,1.34695423615122,2,0,2,-2,2
"S608","SONA",30.9704666666667,"07/11/2024","False","Male",19,"Bachelor","Mixed",2.8903,3,1,1,1,0,0,0,1,0,1,0,1,2,0,1,0,1,2,1,2,0,1,2,1,1,1,2.55624666666666,1,0.78,0.82,0.79,0.68,0.25,0.13,0.18,0,0.31,0.5,0.34,0.5,0.33,0.87,0.87,0.16,0.18,0.22,0.5,0.18,0.19,0.27,1,0.21,1.89778333333333,4,1,3,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,3,0,0,3.16705,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0.67,0.4475,0.605,0.735,0.8775,0.196248530033246,1.4,0.8,0.8,0.4,0.8,0.643195752715688,0.19047619047619,0.889087279447969,0,8,8,8,-8
"S609","SONA",19.1845833333333,"08/11/2024","False","Female",18,"High School","White",1.67725,4,1,1,0,1,0,0,0,0,0,0,1,0,2,1,2,1,2,1,1,0,1,0,1,1,1,0.18155,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21523333333333,1,3,3,1,1,3,2,3,3,3,2,2,1,1,2,1,2,3,2,3,3,3,0.761783333333333,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.8,0.8,0.8,0.2,1,0.63566016260679,0.55952380952381,0.830948969838817,2,7,9,5,-5
"S610","SONA",24.8925166666667,"08/11/2024","False","Female",19,"High School","White",2.39668333333333,1,1,0,1,3,0,0,2,2,2,0,2,0,2,2,2,3,2,3,1,0,1,2,0,2,3,1.08738833333254,3,0,0.81,0.63,0.67,0.34,0.04,0.93,0,0.95,0.94,0.06,0.05,0.7,0.22,0.02,0.66,0.18,0.09,0.82,0.2,0.47,0.19,0.16,0.11,1.29016666666667,2,0,1,0,1,2,1,1,0,1,1,2,1,0,2,0,1,0,1,2,0,0,1.27603333333333,4,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.1025,0.83,0.7825,0.305,0.9275,0.7075,0.158168547729626,1.2,1.6,2.2,0.4,1.8,0.924463343834723,0.202380952380952,0.749603069567329,3,2,5,-1,1
"S611","SONA",32.8518166666667,"08/11/2024","False","Female",19,"High School","South Asian",2.96566666666667,3,2,0,2,3,1,0,2,1,1,1,1,1,3,1,1,1,2,1,2,0,2,1,1,2,2,2.65379333333274,1,0.09,0.68,0.38,0.64,0.86,0.41,0.37,0.59,0.5,0.41,0.68,0.55,0.08,0.74,0.15,0.6,0.54,0.39,0.48,0.41,0.36,0.55,0.31,0.62,2.44508333333333,4,2,3,0,1,3,1,1,2,1,3,2,2,3,1,2,2,3,3,2,1,1,1.878,2,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0.3875,0.39,0.6375,0.73,0.5075,0.605,0.150738831011365,1.4,1.6,2,0.4,1.4,0.648940328940392,0.464285714285714,0.9102589898328,3,3,6,0,0
"S612","SONA",23.1584,"09/11/2024","False","Female",18,"High School","White",1.64385,4,2,0,1,3,0,0,1,1,1,0,1,0,2,1,1,0,2,1,0,0,1,2,0,1,1,1.76961166667143,2,0.34,0.89,0.4,0.18,0.74,0.21,0.84,0.15,0.28,0.71,0.57,0.43,0.19,0.7,0.26,0.19,0.32,0.11,0.77,0.21,0.27,0.34,0.05,0,1.56396666666667,1,2,1,0,2,1,3,0,1,2,1,4,2,1,3,0,3,2,3,3,0,0,2.69023333333333,3,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0.195,0.55,0.4475,0.75,0.8125,0.8075,0.148342325730951,0.2,1.2,1.6,0.2,1.2,0.614545600806773,0.404761904761905,1.2440333788203,3,3,6,0,0
"S613","SONA",32.4491666666667,"09/11/2024","False","Female",19,"High School","White",1.58578333333333,4,3,2,2,3,1,2,3,1,2,1,2,1,1,2,2,3,2,1,1,1,2,2,1,1,2,1.00526166666746,3,0.38,0.79,0.63,0.64,0.69,0.42,0.56,0.11,0.57,0.8,0.41,0.46,0.58,0.75,0.28,0.89,0.65,0.59,0.58,0.34,0.4,0.07,0.22,0.62,1.41766666666667,2,3,3,3,0,4,1,3,4,2,4,3,1,4,3,4,3,4,3,3,1,2,2.40668333333333,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0.365,0.7375,0.65,0.535,0.4775,0.7725,0.134630064010289,1.4,1.4,2.6,1.6,1.8,0.596961691803074,0.69047619047619,1.17918454470714,3,1,4,-2,2
"S614","SONA",35.3508833333333,"10/11/2024","False","Other",19,"Other","White",8.26478333333333,3,2,2,3,3,1,1,3,3,2,0,3,2,3,3,2,3,3,2,3,0,3,2,2,3,3,1.29906833333174,4,0.25,0.74,0.01,1,0.93,0.11,0.66,0.25,0.07,0.59,0.89,0.32,0.03,0.62,0.1,0.93,0.07,0.55,0.71,0.23,0.1,0.83,0.57,0.55,2.96485,2,4,3,1,3,3,2,0,2,3,3,2,3,3,2,1,2,3,4,3,0,2,3.2649,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0.3625,0.22,0.94,0.9325,0.6175,0.72,0.124837697797318,2.6,2.2,2.8,1,2.8,0.655761955007832,0.583333333333333,1.11055541659718,1,1,2,0,0
"S615","SONA",39.7271166666667,"10/11/2024","False","Female",18,"High School","White",9.24465,2,2,1,1,2,1,1,2,1,1,1,1,1,0,2,2,1,3,1,2,0,2,0,1,1,2,1.38673333333333,3,0.52,0.78,0.27,0.65,0.61,0.41,0.6,0.37,0.43,0.43,0.6,0.42,0.37,0.77,0.66,0.65,0.39,0.63,0.57,0.3,0.37,0.6,0.67,0.55,2.34546666666667,1,2,3,2,2,3,3,3,2,3,2,3,3,3,3,4,3,3,2,2,2,1,2.53343333333333,4,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0.505,0.375,0.5625,0.61,0.4975,0.72,0.0910821494714299,1.2,0.8,1.8,0.8,1.8,0.602992167913605,0.642857142857143,0.676123403782813,1,1,2,0,0
"S616","SONA",76.7530333333333,"10/11/2024","False","Female",18,"High School","White",3.88588333333333,3,1,0,1,2,0,0,2,0,0,0,0,0,2,1,0,2,0,1,0,0,1,2,0,0,0,4.76183333333333,1,0,0.89,0.24,0,0.76,0.15,0.74,0.62,0,0.7,0.64,0.67,0.86,0.86,0.74,0.36,0.75,0.87,0.65,0.24,0,0.41,0,0.84,2.67035,4,4,2,0,1,1,3,0,2,3,0,0,0,0,3,0,1,0,0,2,0,0,6.06558333333333,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.1525,0.4725,0.2175,0.725,0.3675,0.7225,0.252952871206051,0.4,1.2,1,0,0.4,0.655761955007832,0.261904761904762,1.32197543381829,2,2,4,0,0
"S617","SONA",20.9888166666667,"10/11/2024","False","Male",20,"High School","White",1.82501666666667,1,0,1,2,2,0,0,2,0,0,3,3,3,0,3,3,0,3,0,1,0,2,1,3,3,3,1.29923833333333,4,0.95,0.95,0.93,0.32,0.67,0.11,0.29,0.4,0,0.76,0.43,0.07,0.15,0.9,0.35,0.38,0.3,0.12,1,0.35,0.23,0.9,0.67,0.01,1.30636666666667,2,0,0,0,0,0,1,0,3,2,0,2,1,1,0,0,0,0,4,3,0,0,1.66016666666667,3,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0.5825,0.59,0.5125,0.8225,0.9225,0.775,0.220165493799025,2,0.6,2,0.8,2.2,1.22821331736913,0.202380952380952,1.24976188208185,3,4,7,1,-1
"S618","SONA",19.7169666666667,"11/11/2024","False","Male",18,"High School","White",1.31723333333333,1,3,1,3,3,0,0,3,2,2,1,3,2,0,3,3,3,3,1,3,0,2,2,2,3,3,1.03559166666667,4,0.23,1,0,0.9,0.83,0.34,0.59,0.22,0.41,0.64,0.78,0.13,0.18,1,0.05,1,0,0,0.68,0.4,0.37,0.63,0.12,0.39,1.15016666666667,3,4,3,2,3,2,4,2,1,3,3,4,3,3,1,2,4,3,4,3,1,0,1.67041666666667,2,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0.27,0.3075,0.9625,0.7175,0.785,0.845,0.156959774113351,2.6,1,3,0.8,2.8,0.56631923590784,0.654761904761905,1.16086995293144,3,2,5,-1,1
"S619","SONA",26.20865,"11/11/2024","False","Female",20,"High School","White",1.36855,3,2,1,0,0,0,0,2,1,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1.33343666666647,2,0.9,1,0.58,0.28,0.68,0.3,0,0.18,0.23,0.75,0.39,0.46,0.08,0.9,0.92,0.39,0.93,0.6,0.08,0.1,0.08,0.36,0.96,0.57,1.56386666666667,4,3,1,1,2,2,2,1,2,3,2,2,2,3,3,1,3,1,3,3,2,1,1.98985,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0.945,0.645,0.205,0.8225,0.5175,0.905,0.100520622252747,0.2,0.4,1.2,0.6,0.6,0.654749185608856,0.511904761904762,0.804747816162957,2,1,3,-1,1
"S620","SONA",26.2678666666667,"11/11/2024","False","Female",20,"Bachelor","White",1.58051666666667,2,1,0,1,2,1,0,2,0,0,0,2,0,2,2,2,0,2,1,0,0,2,2,1,0,2,1.22574666666666,1,0.21,0.89,0.64,0.65,0.56,0.13,0.81,0.07,0.58,0.8,0.31,0.08,0.34,0.89,0.57,0.62,0.38,0,0.7,0,0.35,0.4,0.4,0,0.8922,4,1,2,0,1,0,1,0,3,1,1,1,1,1,0,1,2,3,3,1,0,0,1.24311666666667,3,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0.275,0.6825,0.58,0.5725,0.9475,0.9275,0.0851091919672536,0.2,1.6,1.8,0,1.4,0.467315387901,0.273809523809524,0.995226703056239,2,0,2,-2,2
"S621","SONA",23.8866833333333,"11/11/2024","False","Other",21,"High School","White",2.64791666666667,2,2,0,0,0,1,0,3,0,1,0,0,1,3,1,1,2,0,0,2,0,1,0,0,2,2,1.30512333333294,3,0.19,0.71,0.63,0.93,0.66,0.18,0.39,0.36,0.47,0.55,0.39,0.2,0.4,0.88,0.57,0.86,0.05,0.5,0.4,0.1,0.35,0.57,0,0.2,1.27193333333333,4,4,1,0,3,2,3,3,3,4,2,1,4,2,1,3,3,1,3,3,2,0,1.65965,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0.35,0.555,0.7925,0.61,0.73,0.7825,0.163325466507119,1.4,1,1.4,0.2,0.4,0.891149800379301,0.571428571428571,1.23056316956332,3,3,6,0,0
"S622","SONA",27.67675,"11/11/2024","False","Male",20,"High School","White",1.86436666666667,3,2,0,3,2,1,0,2,0,1,0,1,2,0,2,3,1,2,1,1,0,3,3,1,2,2,1.96392666666668,4,0.15,0.94,0.16,0.66,0.94,0.11,0.5,0,0,0.4,0.61,0.14,0,0.96,0.14,0.71,0.09,0.12,0.25,0,0,0.3,0.58,0.21,2.72808333333333,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,3.25173333333333,2,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0.495,0.4125,0.785,0.985,0.855,0.975,0.116342138190951,1.4,1.6,1.8,0.2,2,0.801707081279309,0.107142857142857,0.597614304667197,5,1,6,-4,4
"S623","SONA",28.8459333333333,"11/11/2024","False","Female",19,"High School","Mixed",2.76776666666667,1,3,0,0,3,0,0,3,0,2,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1.91105333333338,4,0,0.9,0.81,1,0.73,0.03,1,0.16,0.04,1,0.1,0.23,0.8,0.64,0,1,0.05,0.03,0.99,0.08,0.09,0.1,0.61,0,1.85835,2,2,1,0,1,1,3,0,1,0,0,2,1,0,2,0,4,1,2,2,0,0,2.27523333333333,3,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0.155,0.9025,0.9875,0.7,0.9275,0.825,0.164588340915349,0,0.4,2.2,0.6,0.4,0.617063484204116,0.273809523809524,1.13599128098599,3,2,5,-1,1
"S624","SONA",33.2249,"11/11/2024","False","Female",19,"High School","White",4.7408,3,3,0,2,2,1,1,1,2,0,0,1,1,2,2,0,2,2,3,1,0,3,1,1,1,2,1.38921666666667,1,0.18,0.64,0.35,0.33,0.15,0.25,0.68,0.6,0.38,0.4,0.64,0.23,0.3,0.62,0.33,0.62,0.66,0.3,0.31,0.7,0.39,0.83,0.29,0.99,1.71196666666667,2,2,0,0,3,3,4,1,1,3,0,0,2,4,1,3,2,2,3,3,0,0,1.9001,4,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0.37,0.32,0.49,0.52,0.5575,0.49,0.214533992358135,1.2,2,1.8,0.2,1.6,0.725102881706781,0.44047619047619,1.4108423691101,4,4,8,0,0
"S625","SONA",1156.23541666667,"11/11/2024","False","Female",19,"High School","White",1.95958333333333,1,2,0,2,3,0,0,2,2,1,0,1,1,1,2,2,2,1,0,1,0,1,0,2,1,2,1.47288333333333,4,0.63,0.88,0.5,0.6,0.74,0.18,0.3,0.17,0.07,0.4,0.59,0.5,0.19,0.8,0.21,0.69,0.07,0.5,0.41,0.14,0.03,0.73,0.8,0.5,1.71841666666667,3,2,1,2,0,2,2,0,3,2,1,1,0,1,1,1,3,3,0,2,0,0,2.36815,2,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0.68,0.395,0.7525,0.8625,0.58,0.8425,0.104913157921785,1.4,0.4,2,0.2,1.8,0.539395817439359,0.321428571428571,1.0555973258235,2,2,4,0,0
"S626","SONA",23.2974166666667,"11/11/2024","False","Female",18,"Bachelor","White",0.718833333333333,2,2,1,3,3,2,1,1,2,2,1,1,2,0,2,2,1,2,1,1,1,1,2,1,1,3,1.30281666666667,1,0.58,0.27,0.62,0.7,0.79,0.77,0.32,0.18,0.78,0.79,0.22,0.92,0.2,0.95,0.58,0.86,0.69,0,0.37,0.26,0.11,0.14,0.5,0.73,0.830783333333333,3,1,2,2,2,1,2,3,1,3,1,4,2,2,2,1,2,2,1,2,2,1,1.3701,4,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.5975,0.7625,0.5725,0.675,0.395,0.695,0.240836981082729,1.2,1.2,2,1.2,2.2,0.63566016260679,0.464285714285714,0.792824967172092,3,2,5,-1,1
"S627","SONA",58.8221333333333,"11/11/2024","False","Male",19,"High School","South Asian",1.36405,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1.66895333333015,1,0,0,0,1,0.5,1,1,1,1,0.47,1,1,0,0,0.72,0.76,0.22,1,1,1,1,0.24,0.3,1,1.11611666666667,2,3,4,2,3,3,1,2,3,4,3,4,3,3,1,4,3,4,3,3,2,2,1.17361666666667,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.075,0.3075,0.705,0.375,0,0,0.217746930892775,3,3,3,2.6,2.6,0.357770876399966,0.714285714285714,0.9102589898328,0,7,7,7,-7
"S628","SONA",27.4275166666667,"11/11/2024","False","Female",19,"High School","White",2.7349,4,0,0,2,3,1,0,3,0,1,0,1,0,1,2,2,2,3,0,1,0,2,1,1,0,1,2.7433650000001,1,0.64,0.87,0.2,0.99,0.85,0.28,0.5,0.27,0.25,0.5,0.82,0.5,0.26,0.82,0.24,0.86,0.23,0.24,0.5,0.11,0.09,0.41,0.22,0.41,1.52665,2,2,3,3,1,1,2,0,2,0,1,1,2,1,2,1,1,3,3,2,1,0,2.22795,3,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.465,0.3675,0.845,0.8125,0.6425,0.8275,0.127311719375523,0.8,1,1.6,0.2,1.8,0.885613260946157,0.380952380952381,0.980767435177556,1,2,3,1,-1
"S629","SONA",30.78495,"12/11/2024","False","Female",20,"Bachelor","Asian",8.7515,2,1,0,2,2,2,2,3,0,1,2,2,2,1,2,2,1,3,1,2,0,1,3,2,2,2,1.21605,4,0.37,1,0.39,0.89,0.58,0.57,0.5,0.12,0.34,0.85,0.67,0.73,0.35,0.96,0.32,0.78,0.25,1,0.41,0.25,0.9,0.32,0.28,0.59,1.71255,1,4,4,2,4,1,2,3,3,3,2,3,4,2,3,3,4,4,3,3,3,2,2.37528333333333,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0.435,0.5625,0.775,0.4975,0.2775,0.8975,0.174267484046955,1.8,1.6,2,1,1.8,0.828838536539351,0.738095238095238,0.864649667564296,0,4,4,4,-4
"S630","SONA",26.1045166666667,"12/11/2024","False","Female",19,"High School","White",1.85523333333333,2,3,1,2,3,1,1,3,1,2,1,2,0,0,2,3,2,3,2,2,2,3,2,0,0,3,1.67056833333373,3,0.53,0.7,0.9,1,0.61,0,0.47,0.17,0.86,0.85,0.63,0.37,0.27,0.63,0,1,0.46,0.5,0.37,0.41,0.62,0.66,0.18,0.56,2.42835,1,4,1,1,2,2,2,0,3,1,3,0,3,0,2,3,3,3,4,3,1,0,1.58085,4,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0.4675,0.615,0.885,0.465,0.6425,0.6875,0.224312098594752,0.8,1.6,2.8,1.4,2.2,0.813443343929734,0.488095238095238,1.32197543381829,4,0,4,-4,4
"S631","SONA",27.4229333333333,"12/11/2024","False","Female",18,"High School","White",2.37833333333333,3,2,0,2,3,1,0,3,0,2,0,1,0,2,2,3,1,3,1,0,0,2,0,0,1,2,2.01439500000005,1,0.06,0.98,0.27,0.72,0,0.13,0.95,0.14,0.11,0.86,0.65,0.32,0.93,0.57,0.23,0.89,0.17,0.08,0.81,0.12,0.85,0.12,0.03,0.27,2.13496666666667,2,4,1,0,1,3,3,0,3,1,0,3,1,1,2,1,2,4,2,2,1,0,4.04155,4,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0.0825,0.59,0.8025,0.2775,0.8,0.8225,0.195688087724384,0.4,1.2,2.2,0.4,2,0.868042934592964,0.416666666666667,1.27801930084539,2,0,2,-2,2
"S632","SONA",27.5182666666667,"12/11/2024","False","Male",20,"High School","White",2.46576666666667,4,3,0,2,3,1,0,1,0,0,0,0,0,3,2,2,0,2,2,0,0,0,2,0,0,2,1.9812533333381,1,0.35,0.73,0.45,0.45,0.78,0.2,0.85,0.3,0.32,0.68,0.36,0.55,0.23,0.76,0.29,0.44,0.35,0.11,0.67,0.25,0.31,0.18,0.31,0.11,1.99535,2,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,2,1,0,0,0,2.09753333333333,3,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0.285,0.6475,0.5625,0.73,0.7575,0.735,0.111683286818977,0,1.6,1.8,0,1.6,0.667688619427917,0.119047619047619,0.679635756787974,1,1,2,0,0
